id,name,urban_rural,population
148104001,Badduat,Rural,1000
148104002,Baliwanan,Rural,478
148104004,Bulu,Rural,298
148104005,Dagara,Rural,484
148104006,Dibagat,Rural,797
148104007,Cabetayan,Rural,556
148104008,Karagawan,Rural,676
148104009,Kumao,Rural,557
148104010,Laco,Rural,410
148104011,Lenneng (Liyyeng),Rural,2396
148104012,Lucab,Rural,660
148104013,Luttuacan,Rural,786
148104014,Madatag,Rural,766
148104015,Madduang,Rural,423
148104016,Magabta,Rural,215
148104017,Maragat,Rural,503
148104018,Musimut,Rural,822
148104019,Nagbabalayan,Rural,511
148104020,Poblacion,Urban,3217
148104021,Tuyangan,Rural,334
148104022,Waga,Rural,281
