id,name,urban_rural,population
148103001,Allig,Rural,1507
148103002,Anninipan,Rural,930
148103003,Atok,Rural,584
148103004,Bagutong,Rural,1384
148103005,Balasi,Rural,238
148103006,Balluyan,Rural,1501
148103008,Malayugan,Rural,1290
148103009,Malubibit Norte,Rural,1005
148103010,Poblacion East,Urban,2598
148103011,Tamalunog,Rural,837
148103012,Mallig,Rural,538
148103013,Malubibit Sur,Rural,459
148103014,Poblacion West,Urban,2120
148103015,San Jose,Rural,690
148103016,Santa Maria,Rural,817
148103017,Upper Atok (Coliman),Rural,245
