id,name,urban_rural,population
098306002,Banker,Rural, 1565 
098306003,Bolo Batallion,Rural, 1306 
098306004,Buayan,Rural, 2084 
098306006,Cainglet,Urban, 2461 
098306007,Calapan,Rural, 854 
098306008,Calubihan,Rural, 2058 
098306009,Concepcion (Balungis),Rural, 2707 
098306010,Dipala,Rural, 797 
098306011,Gacbusan,Rural, 846 
098306012,Goodyear,Rural, 2237 
098306013,Lacnapan,Rural, 1056 
098306014,Little Baguio,Rural, 647 
098306015,Lumbayao,Rural, 2902 
098306016,Timuay Danda (Mangahas),Rural, 1629 
098306017,Nazareth,Rural, 1908 
098306018,Palinta,Rural, 1184 
098306019,Peñaranda,Rural, 1201 
098306020,Poblacion,Urban, 1660 
098306021,Riverside,Urban, 2655 
098306022,Sanghanan,Rural, 1546 
098306023,Santa Cruz,Urban, 1468 
098306024,Sayao,Rural, 489 
098306025,Simbol,Rural, 1421 
098306026,Sininan,Rural, 1105 
098306027,Shiolan,Rural, 413 
098306028,Tampilisan,Rural, 864 
098306029,Tamin,Rural, 338 
098306030,Tigbangagan,Rural, 1168 
098306031,Diampak,Rural, 852 
