id,name,urban_rural,population
098304001,Lower Baluran,Rural, 1411 
098304002,Baluyan,Rural, 687 
098304003,Cana-an,Rural, 893 
098304004,Dumpoc,Rural, 868 
098304005,Gandiangan,Rural, 1695 
098304006,Israel (Balian Israel),Rural, 1043 
098304007,La Victoria,Rural, 2271 
098304008,Lumpanac,Rural, 982 
098304009,Little Baguio,Rural, 2956 
098304010,Lumbog,Rural, 1136 
098304011,Mali Little Baguio,Rural, 451 
098304012,Poblacion (Santa Fe),Urban, 6675 
098304013,San Jose,Rural, 1917 
098304014,Santa Barbara,Rural, 1616 
098304015,Balugo,Rural, 917 
098304016,Balungisan,Rural, 646 
098304017,Pulawan (Mt. View),Rural, 901 
098304018,Upper Baluran,Rural, 838 
