id,name,urban_rural,population
098316001,Baluran,Rural, 1605 
098316002,Cayamcam,Urban, 1748 
098316004,Langon,Rural, 1869 
098316005,Libertad (Pob.),Urban, 4962 
098316006,Linguisan,Rural, 951 
098316007,Looc-labuan,Rural, 921 
098316008,Lower Tungawan,Rural, 1899 
098316009,Malungon,Rural, 1629 
098316010,San Pedro,Rural, 2752 
098316011,Tigbanuang,Rural, 1696 
098316012,Tigbucay,Rural, 1093 
098316013,Upper Tungawan,Rural, 1358 
098316014,San Vicente,Rural, 933 
098316015,Batungan,Rural, 1391 
098316016,Loboc,Rural, 1837 
098316017,San Isidro,Rural, 2137 
098316018,Datu Tumanggong,Rural, 1484 
098316019,Sisay,Rural, 2530 
098316020,Gaycon,Rural, 676 
098316021,Little Margos,Rural, 417 
098316022,Santo Niño,Rural, 1032 
098316023,Taglibas,Rural, 807 
098316024,Tigpalay,Rural, 2606 
098316025,Masao,Rural, 1050 
098316026,Timbabauan,Rural, 1169 
