id,name,urban_rural,population
060407001,Andagaw,Urban,12607 
060407002,Bachaw Norte,Urban,2031 
060407003,Bachaw Sur,Urban,2688 
060407004,Briones,Urban,1246 
060407005,Buswang New,Urban,9231 
060407006,Buswang Old,Urban,2420 
060407007,Caano,Urban,1488 
060407008,Estancia,Urban,8672 
060407009,Linabuan Norte,Urban,4058 
060407010,Mabilo,Urban,2298 
060407011,Mobo,Urban,1939 
060407012,Nalook,Urban,2879 
060407013,Poblacion,Urban,11018 
060407014,Pook,Urban,5010 
060407015,Tigayon,Urban,4648 
060407016,Tinigaw,Urban,2386 
