id,name,urban_rural,population
060412001,Argao,Rural,1078 
060412002,Balabag,Urban,11076 
060412003,Balusbus,Rural,1079 
060412004,Cabulihan,Rural,575 
060412005,Caticlan,Urban,6593 
060412006,Cogon,Rural,544 
060412007,Cubay Norte,Rural,327 
060412008,Cubay Sur,Rural,1153 
060412009,Dumlog,Rural,768 
060412010,Manoc-Manoc,Urban,12526 
060412011,Naasug,Rural,547 
060412012,Nabaoy,Rural,1025 
060412013,Napaan,Rural,649 
060412014,Poblacion,Urban,1255 
060412015,San Viray,Rural,1031 
060412016,Yapak,Rural,4767 
060412017,Motag,Rural,818 
