id,name,urban_rural,population
060406001,Agbago,Rural,1857 
060406002,Agdugayan,Rural,1071 
060406003,Antipolo,Rural,727 
060406004,Aparicio,Rural,733 
060406005,Aquino,Rural,2791 
060406006,Aslum,Rural,1220 
060406007,Bagacay,Rural,949 
060406008,Batuan,Rural,1059 
060406009,Buenavista,Rural,461 
060406010,Bugtongbato,Rural,1281 
060406011,Cabugao,Rural,210 
060406012,Capilijan,Rural,974 
060406013,Colongcolong,Rural,1030 
060406014,Laguinbanua,Rural,2894 
060406015,Mabusao,Rural,631 
060406016,Malindog,Rural,187 
060406017,Maloco,Rural,2581 
060406018,Mina-a,Rural,614 
060406019,Monlaque,Rural,808 
060406020,Naile,Rural,2325 
060406021,Naisud,Rural,2838 
060406022,Naligusan,Rural,758 
060406023,Ondoy,Rural,2294 
060406024,Poblacion,Urban,2804 
060406025,Polo,Rural,1019 
060406026,Regador,Rural,1904 
060406027,Rivera,Rural,199 
060406028,Rizal,Rural,1272 
060406029,San Isidro,Rural,1609 
060406030,San Jose,Rural,1684 
060406031,Santa Cruz,Rural,1142 
060406032,Tagbaya,Rural,1721 
060406033,Tul-ang,Rural,628 
060406034,Unat,Rural,741 
060406035,Yawan,Rural,263 
