id,name,urban_rural,population
060414001,Alimbo-Baybay,Rural,1020 
060414002,Buenasuerte,Rural,1603 
060414003,Buenafortuna,Rural,1107 
060414004,Buenavista,Rural,1434 
060414005,Gibon,Rural,2887 
060414006,Habana,Rural,1096 
060414007,Laserna,Rural,2497 
060414008,Libertad,Rural,1263 
060414009,Magallanes,Rural,680 
060414010,Matabana,Rural,642 
060414012,Nagustan,Rural,2937 
060414013,Pawa,Rural,208 
060414014,Pinatuad,Rural,729 
060414015,Poblacion,Urban,1897 
060414016,Rizal,Rural,1291 
060414017,Solido,Rural,1757 
060414018,Tagororoc,Rural,846 
060414019,Toledo,Rural,2222 
060414020,Unidos,Rural,2344 
060414021,Union,Rural,2592 
