id,name,urban_rural,population
184524001,Bagonbon,Rural,5474 
184524002,Buluangan,Rural,11752 
184524004,Codcod,Rural,12846 
184524005,Ermita,Rural,2150 
184524006,Guadalupe,Rural,10765 
184524008,Nataban,Rural,4465 
184524009,Palampas,Rural,9246 
184524010,Barangay I (Pob.),Rural,10376 
184524011,Barangay II (Pob.),Urban,6833 
184524012,Barangay III (Pob.),Urban,3501 
184524013,Barangay IV (Pob.),Urban,1136 
184524014,Barangay V (Pob.),Urban,5233 
184524015,Barangay VI (Pob.),Urban,6268 
184524016,Prosperidad,Rural,5163 
184524017,Punao,Rural,5943 
184524018,Quezon,Rural,11530 
184524019,Rizal,Urban,14398 
184524020,San Juan,Rural,2902 
