id,name,urban_rural,population
184513001,Andulauan,Rural,3908 
184513002,Balicotoc,Rural,2877 
184513004,Bocana,Rural,3587 
184513006,Calubang,Rural,2155 
184513007,Canlamay,Rural,3042 
184513008,Consuelo,Rural,925 
184513009,Dancalan,Rural,8155 
184513010,Delicioso,Rural,2273 
184513011,Galicia,Rural,4180 
184513012,Manalad,Rural,2517 
184513013,Pinggot,Rural,3029 
184513014,Barangay I (Pob.),Urban,5121 
184513015,Barangay II (Pob.),Urban,3313 
184513016,Tabu,Rural,6531 
184513018,Vista Alegre,Rural,2810 
