id,name,urban_rural,population
184509001,Alimango,Rural,4686 
184509002,Balintawak (Pob.),Urban,15477 
184509003,Magsaysay (Binabongol),Rural,1690 
184509004,Binaguiohan,Rural,2395 
184509005,Buenavista,Rural,3867 
184509006,Cervantes,Rural,2612 
184509007,Dian-ay,Rural,4905 
184509008,Hacienda Fe,Rural,2250 
184509009,Jonobjonob,Rural,7982 
184509010,Japitan,Rural,2731 
184509011,Langub,Rural,3002 
184509012,Libertad,Rural,2773 
184509013,Mabini,Rural,7585 
184509014,Malasibog,Rural,2816 
184509015,Paitan,Rural,1598 
184509016,Pinapugasan,Rural,2622 
184509017,Old Poblacion,Urban,11233 
184509018,Rizal,Rural,2299 
184509019,Tamlang,Rural,2437 
184509020,Udtongan,Rural,2340 
184509021,Washington,Rural,5705 
