id,name,urban_rural,population
150705001,Bacung,Rural,2028
150705002,Benembengan Lower,Rural,582
150705006,Buli-buli,Rural,1021
150705007,Cabcaban,Rural,1293
150705010,Guiong,Rural,2471
150705013,Manaul,Urban,1666
150705014,Mangal (Pob.),Rural,2207
150705019,Sumisip Central,Rural,1462
150705022,Tumahubong,Urban,2036
150705024,Libug,Rural,1252
150705025,Tongsengal,Urban,1095
150705027,Baiwas,Rural,974
150705028,Basak,Rural,1107
150705029,Cabengbeng Lower,Rural,1131
150705030,Cabengbeng Upper,Urban,1602
150705031,Luuk-Bait,Rural,1719
150705032,Mahatalang,Rural,1254
150705035,Benembengan Upper,Rural,1017
150705036,Bohe-languyan,Rural,777
150705039,Ettub-ettub,Urban,1296
150705041,Kaum-Air,Rural,825
150705042,Limbocandis,Rural,631
150705043,Lukketon,Rural,1544
150705044,Marang,Rural,1078
150705045,Mebak,Rural,754
150705047,Sahaya Bohe Bato,Rural,1208
150705048,Sapah Bulak,Urban,1091
150705050,Tikus,Rural,1069
150705051,Kaumpamatsakem,Rural,841
