id,name,urban_rural,population
150703001,Atong-atong,Rural,1155
150703003,Baungis,Rural,515
150703004,Bulanza,Rural,605
150703007,Lantawan Proper (Pob.),Rural,943
150703008,Lower Manggas,Rural,598
150703011,Matarling,Rural,1337
150703012,Matikang,Rural,857
150703016,Tairan,Rural,1562
150703017,Upper Manggas,Rural,654
150703018,Bagbagon,Rural,793
150703019,Bulan-bulan,Rural,1333
150703021,Suba-an (Pangasahan),Rural,516
150703024,Lower Bañas,Rural,550
150703025,Upper Bañas,Rural,466
150703026,Calugusan,Rural,796
150703027,Canibungan,Rural,1472
150703029,Landugan,Rural,390
150703030,Lawila,Rural,467
150703031,Lawi-lawi,Rural,681
150703033,Pamucalin,Rural,1143
150703034,Switch Yakal,Rural,944
150703035,Paniongan,Rural,524
150703036,Luuk-Maluha,Rural,491
150703037,Calayan,Rural,452
150703038,Parian-Baunoh,Rural,843
