id,name,urban_rural,population
150709001,Apil-apil,Rural,1061
150709002,Bato-bato,Rural,1065
150709003,Bohe-Piang,Rural,1116
150709004,Bucalao,Rural,1717
150709005,Cambug,Rural,1411
150709006,Danapah,Rural,1311
150709007,Guinanta,Rural,2072
150709008,Kailih,Rural,1199
150709009,Kinukutan,Rural,966
150709010,Kuhon,Rural,987
150709011,Kuhon Lennuh,Rural,1144
150709012,Linuan,Rural,731
150709013,Lookbisaya (Kaulungan Island),Rural,1468
150709014,Macalang,Rural,535
150709015,Magcawa,Rural,2011
150709016,Sangkahan (Kaulungan Island),Rural,729
