id,name,urban_rural,population
051716001,Antipolo,Rural,1382 
051716002,Cristo Rey,Rural,903 
051716003,Del Rosario (Banao),Rural,1703 
051716004,Francia,Rural,2525 
051716005,La Anunciacion,Rural,1430 
051716006,La Medalla,Rural,2219 
051716007,La Purisima,Rural,2492 
051716008,La Trinidad,Rural,1709 
051716009,Niño Jesus,Rural,1045 
051716010,Perpetual Help,Rural,3794 
051716011,Sagrada,Rural,2238 
051716012,Salvacion,Rural,3194 
051716013,San Agustin,Urban,5788 
051716014,San Andres,Rural,670 
051716015,San Antonio,Rural,3987 
051716016,San Francisco (Pob.),Urban,7010 
051716017,San Isidro,Urban,8318 
051716018,San Jose,Urban,2784 
051716019,San Juan,Urban,4367 
051716020,San Miguel,Urban,3116 
051716021,San Nicolas,Urban,10528 
051716022,San Pedro,Urban,2137 
051716023,San Rafael,Rural,591 
051716024,San Ramon,Rural,1462 
051716025,San Roque (Pob.),Urban,2718 
051716026,San Vicente Norte,Rural,910 
051716027,San Vicente Sur,Rural,2634 
051716028,Santa Cruz Norte,Urban,557 
051716029,Santa Cruz Sur,Rural,3066 
051716030,Santa Elena,Urban,2090 
051716031,Santa Isabel,Rural,498 
051716032,Santa Maria,Urban,3093 
051716033,Santa Teresita,Rural,2495 
051716034,Santiago,Urban,3342 
051716035,Santo Domingo,Urban,5523 
051716036,Santo Niño,Rural,3601 
