id,name,urban_rural,population
051726001,Batang,Rural,2047 
051726002,Burabod,Rural,1792 
051726003,Cagbibi,Rural,494 
051726004,Cagbunga,Rural,697 
051726005,Calawat,Rural,635 
051726006,Del Rosario,Rural,2279 
051726007,Patong,Rural,1317 
051726009,Poblacion,Urban,5077 
051726010,Salvacion,Rural,1040 
051726011,San Gabriel,Rural,3372 
051726012,San Isidro,Rural,2202 
051726013,San Rafael,Rural,323 
051726014,San Ramon,Rural,2119 
051726015,San Vicente,Rural,3606 
051726016,Veneracion (Taguilid),Rural,1884 
051726017,Tambo,Rural,3757 
051726018,Tampadong,Rural,1830 
