id,name,urban_rural,population
051733001,Adiangao,Rural,1673 
051733002,Bagacay,Rural,961 
051733003,Bahay,Rural,316 
051733004,Boclod,Rural,1071 
051733005,Calalahan,Rural,2324 
051733006,Calawit,Rural,754 
051733007,Camagong,Rural,1448 
051733008,Catalotoan,Rural,863 
051733009,Danlog,Rural,1726 
051733010,Del Carmen (Pob.),Urban,569 
051733011,Dolo,Rural,1886 
051733012,Kinalansan,Rural,2069 
051733013,Mampirao,Rural,1490 
051733014,Manzana,Rural,1142 
051733015,Minoro,Rural,841 
051733016,Palale,Rural,950 
051733017,Ponglon,Rural,812 
051733018,Pugay,Rural,2018 
051733019,Sabang,Rural,2809 
051733020,Salogon,Rural,2639 
051733021,San Antonio (Pob.),Urban,939 
051733023,San Juan (Pob.),Urban,960 
051733024,San Vicente (Pob.),Urban,174 
051733025,Santa Cruz (Pob.),Urban,1000 
051733026,Soledad (Pob.),Urban,1080 
051733027,Tagas,Rural,1672 
051733028,Tambangan,Rural,1439 
051733029,Telegrafo,Rural,1471 
051733030,Tominawog,Rural,1427 
