id,name,urban_rural,population
051710001,Baras (Pob.),Urban,2270 
051710002,Del Rosario,Urban,3621 
051710003,Dinaga (Pob.),Urban,1651 
051710004,Fundado,Rural,471 
051710005,Haring,Urban,2548 
051710006,Iquin,Rural,721 
051710007,Linaga,Rural,501 
051710008,Mangayawan,Rural,1640 
051710009,Palo,Rural,585 
051710010,Pangpang (Pob.),Urban,858 
051710011,Poro,Rural,1632 
051710012,San Agustin,Urban,2689 
051710014,San Francisco,Rural,1024 
051710015,San Jose East,Rural,392 
051710016,San Jose West,Rural,432 
051710017,San Juan,Rural,211 
051710018,San Nicolas,Rural,651 
051710019,San Roque,Rural,940 
051710020,San Vicente,Urban,3038 
051710021,Santa Cruz (Pob.),Urban,1494 
051710022,Santa Teresita,Rural,1377 
051710023,Sua,Rural,1066 
051710024,Talidtid,Rural,939 
051710025,Tibgao (Pob.),Urban,1639 
