id,name,urban_rural,population
051610001,Basiad,Rural,2953 
051610002,Bulala,Rural,2150 
051610003,Polungguitguit,Rural,1588 
051610004,Rizal,Rural,2777 
051610005,Salvacion,Rural,776 
051610006,San Lorenzo,Rural,5469 
051610007,San Pedro,Rural,1598 
051610008,San Vicente,Rural,1222 
051610009,Santa Elena (Pob.),Urban,8813 
051610010,Villa San Isidro,Rural,486 
051610011,Don Tomas,Rural,2017 
051610012,Guitol,Rural,521 
051610013,Kabuluan,Rural,2103 
051610014,Kagtalaba,Rural,1350 
051610015,Maulawin,Rural,2354 
051610016,Patag Ibaba,Rural,619 
051610017,Patag Iraya,Rural,506 
051610018,Plaridel,Rural,1734 
051610019,Tabugon,Rural,1792 
