id,name,urban_rural,population
051612001,Aguit-It,Rural,1484 
051612002,Banocboc,Rural,3735 
051612004,Cagbalogo,Rural,967 
051612005,Calangcawan Norte,Rural,3902 
051612006,Calangcawan Sur,Rural,4396 
051612007,Guinacutan,Rural,2942 
051612008,Mangcayo,Rural,1087 
051612009,Mangcawayan,Rural,1226 
051612010,Manlucugan,Rural,1146 
051612011,Matango,Rural,1616 
051612012,Napilihan,Rural,2073 
051612013,Pinagtigasan,Rural,1469 
051612014,Barangay I (Pob.),Urban,2096 
051612015,Barangay II (Pob.),Urban,1860 
051612016,Barangay III (Pob.),Rural,2053 
051612017,Sabang,Rural,3351 
051612018,Santo Domingo,Rural,3847 
051612019,Singi,Rural,1131 
051612020,Sula,Rural,1534 
