id,name,urban_rural,population
051602001,Alayao,Rural,2779 
051602002,Binawangan,Rural,1620 
051602003,Calabaca,Rural,2659 
051602004,Camagsaan,Rural,891 
051602005,Catabaguangan,Rural,652 
051602006,Catioan,Urban,3226 
051602007,Del Pilar,Rural,1504 
051602008,Itok,Rural,1869 
051602009,Lucbanan,Rural,619 
051602010,Mabini,Rural,556 
051602011,Mactang,Rural,725 
051602012,Mataque,Rural,1199 
051602013,Old Camp,Rural,1486 
051602014,Poblacion,Urban,3299 
051602015,Magsaysay,Rural,1745 
051602016,San Antonio,Rural,703 
051602017,San Isidro,Rural,327 
051602018,San Roque,Rural,912 
051602019,Tanawan,Rural,719 
051602020,Ubang,Rural,2200 
051602021,Villa Aurora,Rural,1050 
051602022,Villa Belen,Rural,559 
