id,name,urban_rural,population
023133001,Annanuman,Rural,976
023133002,Auitan,Urban,1120
023133003,Ballacayu,Rural,1829
023133004,Binguang,Rural,2121
023133005,Bungad,Rural,1781
023133006,Dalena,Rural,1847
023133007,Caddangan/Limbauan,Rural,1316
023133008,Calamagui,Rural,1251
023133009,Caralucud,Rural,565
023133010,Guminga,Rural,435
023133011,Minanga Norte,Rural,1043
023133012,Minanga Sur,Rural,1207
023133013,San Jose,Rural,1385
023133014,Poblacion,Urban,731
023133015,Simanu Norte,Rural,1870
023133016,Simanu Sur,Rural,737
023133017,Tupa (San Vicente),Rural,1826
