id,name,urban_rural,population
023123001,Binarzang,Rural,846
023123002,Cabaruan,Rural,463
023123003,Camaal,Rural,1230
023123004,Dolores,Rural,1268
023123005,Luna,Rural,1935
023123006,Manaoag,Rural,830
023123007,Rizal,Rural,770
023123008,San Isidro,Rural,397
023123009,San Jose,Rural,786
023123010,San Juan,Rural,2024
023123011,San Mateo,Rural,1380
023123012,San Vicente,Rural,681
023123013,Santa Catalina,Rural,825
023123014,Santa Lucia (Pob.),Urban,1903
023123015,Santiago,Rural,1539
023123016,Santo Domingo,Rural,2490
023123017,Sinait,Rural,394
023123018,Suerte,Rural,644
023123019,Villa Bulusan,Rural,295
023123020,Villa Miguel (Ugak),Rural,711
023123021,Vintar,Rural,874
