id,name,urban_rural,population
023107001,Rang-ay (Caggong),Rural,1786
023107002,Calaocan,Rural,1285
023107003,Canan,Rural,1709
023107004,Centro (Pob.),Urban,1280
023107005,Culing Centro,Rural,530
023107006,Culing East,Rural,394
023107007,Culing West,Rural,952
023107008,Del Corpuz,Rural,656
023107009,Del Pilar,Rural,1780
023107010,Diamantina,Urban,2573
023107011,La Paz,Urban,5106
023107012,Luzon,Rural,1672
023107013,Macalaoat,Rural,1028
023107014,Magdalena,Rural,2129
023107015,Magsaysay,Rural,681
023107016,Namnama,Urban,1656
023107017,Nueva Era,Rural,1535
023107018,Paraiso,Rural,1008
023107019,Sampaloc,Urban,2810
023107020,San Andres (Teodoro Abad),Urban,1618
023107021,Saranay,Rural,3309
023107022,Tandul,Urban,1802
