id,name,urban_rural,population
023112001,Angoluan,Rural,715
023112002,Annafunan,Rural,2395
023112003,Arabiat,Rural,1219
023112004,Aromin,Rural,937
023112005,Babaran,Rural,1321
023112006,Bacradal,Rural,330
023112007,Benguet,Rural,408
023112008,Buneg,Rural,1261
023112009,Busilelao,Rural,934
023112010,Caniguing,Rural,615
023112011,Carulay,Rural,1084
023112012,Castillo,Rural,903
023112013,Dammang East,Rural,1216
023112014,Dammang West,Rural,1262
023112015,Dicaraoyan,Rural,385
023112016,Dugayong,Rural,618
023112017,Fugu,Rural,957
023112018,Garit Norte,Rural,1309
023112019,Garit Sur,Rural,588
023112020,Gucab,Rural,2423
023112021,Gumbauan,Rural,1851
023112023,Ipil,Rural,2088
023112024,Libertad,Rural,1691
023112025,Mabbayad,Rural,724
023112026,Mabuhay,Rural,707
023112027,Madadamian,Rural,795
023112028,Magleticia,Rural,601
023112029,Malibago,Rural,1382
023112030,Maligaya,Rural,1966
023112031,Malitao,Rural,1389
023112032,Narra,Rural,1889
023112033,Nilumisu,Rural,1063
023112034,Pag-asa,Rural,1561
023112036,Pangal Norte,Rural,1428
023112037,Pangal Sur,Rural,1285
023112039,Rumang-ay,Rural,527
023112040,Salay,Rural,826
023112041,Salvacion,Rural,702
023112042,San Antonio Ugad,Rural,558
023112043,San Antonio Minit,Rural,976
023112044,San Carlos,Rural,1010
023112045,San Fabian,Rural,3149
023112046,San Felipe,Rural,1225
023112047,San Juan,Rural,1094
023112048,San Manuel,Rural,1294
023112049,San Miguel,Rural,601
023112050,San Salvador,Rural,506
023112051,Santa Ana,Rural,858
023112052,Santa Cruz,Rural,560
023112053,Santa Maria,Rural,1079
023112054,Santa Monica,Rural,913
023112055,Santo Domingo,Rural,1319
023112056,Silauan Sur (Pob.),Urban,1842
023112057,Silauan Norte (Pob.),Rural,1690
023112058,Sinabbaran,Rural,1156
023112059,Soyung,Urban,2926
023112060,Taggappan,Urban,1713
023112061,Tuguegarao,Rural,2122
023112062,Villa Campo,Rural,806
023112063,Villa Fermin,Rural,879
023112064,Villa Rey,Rural,411
023112065,Villa Victoria,Rural,403
023112066,Cabugao (Pob.),Urban,1622
023112067,Diasan,Rural,613
