id,name,urban_rural,population
023116001,Bustamante,Rural,815
023116002,Centro 1 (Pob.),Rural,660
023116003,Centro 2 (Pob.),Urban,1444
023116004,Centro 3 (Pob.),Rural,629
023116005,Concepcion,Rural,616
023116006,Dadap,Rural,1068
023116007,Harana,Rural,1499
023116008,Lalog 1,Rural,1163
023116009,Lalog 2,Rural,731
023116010,Luyao,Rural,590
023116011,Macañao,Rural,934
023116012,Macugay,Rural,320
023116013,Mambabanga,Rural,2151
023116014,Pulay,Rural,1007
023116015,Puroc,Urban,1420
023116016,San Isidro,Rural,334
023116017,San Miguel,Rural,1076
023116018,Santo Domingo,Rural,1257
023116019,Union Kalinga,Rural,377
