id,name,urban_rural,population
023103001,Apiat,Rural,489
023103002,Bagnos,Rural,1455
023103003,Bagong Tanza,Rural,2515
023103004,Ballesteros,Rural,1146
023103005,Bannagao,Rural,1087
023103006,Bannawag,Rural,320
023103007,Bolinao,Rural,1351
023103008,Caipilan,Rural,660
023103009,Camarunggayan,Rural,851
023103010,Dalig-Kalinga,Rural,894
023103011,Diamantina,Rural,819
023103012,Divisoria,Rural,530
023103013,Esperanza East,Rural,1132
023103014,Esperanza West,Rural,984
023103015,Kalabaza,Rural,1785
023103016,Rizaluna (Lapuz),Rural,865
023103017,Macatal,Rural,793
023103018,Malasin,Rural,1648
023103019,Nampicuan,Rural,812
023103020,Villa Nuesa,Rural,303
023103021,Panecien,Rural,395
023103022,San Andres,Rural,565
023103023,San Jose (Pob.),Urban,496
023103024,San Rafael,Rural,533
023103025,San Ramon,Rural,1027
023103026,Santa Rita,Rural,1960
023103027,Santa Rosa,Urban,961
023103028,Saranay,Rural,514
023103029,Sili,Rural,778
023103030,Victoria,Rural,506
023103031,Villa Fugu,Rural,902
023103032,San Juan (Pob.),Rural,1647
023103033,San Pedro-San Pablo (Pob.),Urban,2322
