id,name,urban_rural,population
030803001,Bagumbayan,Urban,2366 
030803003,Cabog-Cabog,Rural,1915 
030803004,Munting Batangas (Cadre),Rural,2496 
030803005,Cataning,Urban,7438 
030803006,Central,Rural,4898 
030803008,Cupang Proper,Urban, 8513 
030803009,Cupang West,Rural,1821 
030803010,Dangcol (Bernabe),Rural,1419 
030803011,Ibayo,Urban,2352 
030803012,Malabia,Urban,893 
030803013,Poblacion,Urban,712 
030803014,Pto. Rivas Ibaba,Urban,4146 
030803015,Pto. Rivas Itaas,Urban,1768 
030803016,San Jose,Urban,5970 
030803017,Sibacan,Rural,1728 
030803018,Camacho,Rural,3610 
030803019,Talisay,Urban,1797 
030803020,Tanato,Rural,718 
030803021,Tenejero,Urban,9674 
030803022,Tortugas,Rural,2738 
030803023,Tuyo,Rural,9004 
030803024,Bagong Silang,Urban,4687 
030803025,Cupang North,Urban,2097 
030803026,Doña Francisca,Urban,2857 
030803027,Lote,Rural,2303 
