id,name,urban_rural,population
126501001,Bai Sarifinang,Rural,7248
126501002,Biwang,Urban,3931
126501003,Busok,Rural,3509
126501004,Daguma,Rural,3890
126501005,Kapaya,Urban,4869
126501006,Kinayao,Rural,2439
126501008,Masiag,Rural,6947
126501009,Poblacion,Urban,5234
126501010,South Sepaka,Rural,2370
126501011,Tuka,Urban,4109
126501012,Chua,Rural,1835
126501013,Daluga,Urban,1799
126501014,Kabulanan,Rural,2758
126501015,Kanulay,Rural,1380
126501016,Monteverde,Rural,2718
126501017,Santo Niño,Rural,2470
126501018,Sumilil,Rural,2461
126501019,Titulok,Rural,1609
126501020,Sison,Urban,2124
