id,name,urban_rural,population
184616001,Abante,Rural,781
184616002,Balayong,Rural,2219
184616003,Banawe,Rural,1515
184616004,Datagon,Rural,2390
184616005,Fatima,Rural,1456
184616007,Inawasan,Rural,1320
184616008,Magsusunog,Rural,1317
184616009,Malalangsi,Rural,3244
184616010,Mamburao,Rural,1929
184616011,Mangoto,Rural,1447
184616012,Poblacion,Urban,5649
184616013,San Isidro,Rural,2997
184616014,Santa Agueda,Rural,3041
184616015,Simborio,Rural,1541
184616016,Yupisan,Rural,1615
184616017,Calicanan,Rural,2445
