id,name,urban_rural,population
184612001,Aglahug,Rural,639
184612002,Agutayon,Rural,446
184612003,Apanangon,Rural,2177
184612004,Bae,Rural,929
184612005,Bala-as,Rural,497
184612006,Bangcal,Rural,1017
184612007,Banog,Rural,862
184612008,Buto,Rural,563
184612009,Cabang,Rural,438
184612010,Camandayon,Rural,754
184612011,Cangharay,Rural,1387
184612012,Canlahao,Rural,481
184612013,Dayoyo,Rural,1623
184612014,Eli,Rural,1488
184612015,Lacaon,Rural,1281
184612016,Mahanlud,Rural,845
184612017,Malabago,Rural,402
184612018,Mambaid,Rural,740
184612019,Mongpong,Rural,801
184612020,Owacan,Rural,1367
184612021,Pacuan,Rural,1599
184612022,Panglaya-an,Rural,1098
184612023,North Poblacion,Urban,1211
184612024,South Poblacion,Urban,1606
184612025,Polopantao,Rural,1307
184612026,Sampiniton,Rural,1442
184612027,Talamban,Rural,725
184612028,Tamao,Rural,1319
