id,name,urban_rural,population
184609001,Anahawan,Rural,463
184609002,Apo Island,Rural,918
184609003,Bagacay,Rural,759
184609004,Baslay,Rural,621
184609005,Batuhon Dacu,Rural,545
184609006,Boloc-boloc,Rural,652
184609007,Bulak,Rural,1349
184609008,Bunga,Rural,811
184609009,Casile,Rural,718
184609010,Libjo,Rural,595
184609011,Lipayo,Rural,2331
184609012,Maayongtubig,Rural,3115
184609013,Mag-aso,Rural,785
184609014,Magsaysay,Rural,1211
184609015,Malongcay Dacu,Rural,1128
184609016,Masaplod Norte,Rural,1259
184609017,Masaplod Sur,Rural,1461
184609018,Panubtuban,Rural,887
184609019,Poblacion I,Urban,1351
184609020,Poblacion II,Urban,1183
184609021,Poblacion III,Rural,925
184609022,Tugawe,Rural,1470
184609023,Tunga-tunga,Rural,702
