id,name,urban_rural,population
184604001,Barangay I (Pob.),Urban,3868
184604002,Barangay II (Pob.),Urban,9904
184604003,Basak,Rural,1610
184604004,Biñohon,Rural,1506
184604005,Cabanlutan,Rural,1996
184604006,Calasga-an,Rural,2556
184604007,Cambagahan,Rural,4990
184604008,Cambaguio,Rural,1244
184604009,Cambanjao,Rural,1504
184604010,Cambuilao,Rural,1633
184604011,Canlargo,Rural,1636
184604012,Capiñahan,Rural,1682
184604013,Consolacion,Rural,586
184604014,Dansulan,Rural,1220
184604015,Hangyad,Rural,206
184604017,La Paz,Rural,962
184604018,Lo-oc,Rural,2226
184604019,Lonoy,Rural,2855
184604020,Mabunao,Rural,1413
184604021,Manlipac,Rural,2598
184604022,Mansangaban,Rural,1368
184604023,Okiot,Rural,3536
184604024,Olympia,Rural,866
184604025,Panala-an,Rural,3790
184604026,Panam-angan,Rural,1244
184604027,Rosario,Rural,273
184604028,Sab-ahan,Rural,6241
184604029,San Isidro,Rural,340
184604030,Katacgahan (Tacgahan),Rural,1029
184604031,Tagpo,Rural,2488
184604032,Talungon,Rural,2083
184604033,Tamisu,Rural,2884
184604034,Tamogong,Rural,418
184604035,Tangculogan,Rural,1100
184604036,Valencia,Rural,867
