id,name,urban_rural,population
184603001,Balayagmanok,Rural,1149
184603002,Banilad,Rural,3931
184603003,Buntis,Rural,2593
184603004,Buntod,Rural,1680
184603005,Calangag,Rural,555
184603006,Combado,Rural,2072
184603007,Doldol,Rural,913
184603008,Isugan,Rural,1341
184603009,Liptong,Rural,781
184603010,Lutao,Rural,1087
184603011,Magsuhot,Rural,340
184603012,Malabago,Rural,331
184603013,Mampas,Rural,175
184603014,North Poblacion,Urban,995
184603015,Sacsac,Urban,3323
184603016,San Miguel,Rural,4101
184603017,South Poblacion,Urban,1576
184603018,Sulodpan,Rural,1457
184603019,Timbanga,Rural,1035
184603020,Timbao,Rural,1079
184603021,Tubod,Rural,968
184603022,West Poblacion,Urban,804
