id,name,urban_rural,population
184622001,Bacong,Rural,419
184622002,Bago,Rural,2502
184622003,Banga,Rural,972
184622004,Cabulotan,Rural,919
184622005,Cambaye,Rural,1015
184622006,Dalaupon,Rural,819
184622007,Guincalaban,Rural,2124
184622008,Ilaya-Tayasan,Rural,813
184622009,Jilabangan,Rural,1162
184622010,Lag-it,Rural,1461
184622011,Linao,Rural,1152
184622012,Lutay,Rural,1224
184622013,Maglihe,Rural,639
184622014,Matauta,Rural,579
184622015,Magtuhao,Rural,508
184622016,Matuog,Rural,1938
184622017,Numnum,Rural,474
184622018,Palaslan,Rural,1605
184622019,Pindahan,Rural,1716
184622020,Pinalubngan,Rural,1539
184622021,Pinocawan,Rural,1648
184622022,Poblacion,Urban,2070
184622023,Santa Cruz,Rural,692
184622024,Saying,Rural,547
184622025,Suquib,Rural,728
184622026,Tamao,Rural,1410
184622027,Tambulan,Rural,2515
184622028,Tanlad,Rural,1419
