id,name
184604000,BAIS CITY
184606000,CITY OF BAYAWAN (TULONG)
184608000,CANLAON CITY
184610000,DUMAGUETE CITY (Capital)
184611000,CITY OF GUIHULNGAN
184621000,CITY OF TANJAY
