id,name,urban_rural,population
061910001,Agbabadiang,Rural,477 
061910002,Agkilo,Rural,1175 
061910003,Agloway,Rural,1202 
061910004,Ambilay,Rural,1203 
061910005,Bahit,Rural,1087 
061910006,Balatucan,Rural,1728 
061910007,Banga-an,Rural,1002 
061910008,Cabugao,Rural,947 
061910009,Cabangahan,Rural,971 
061910010,Cadio,Rural,1165 
061910011,Cala-an,Rural,1267 
061910012,Capagao,Rural,2481 
061910013,Cogon,Rural,3441 
061910014,Conciencia,Rural,1790 
061910015,Ensenagan,Rural,1071 
061910016,Intampilan,Rural,2110 
061910017,Pasugue,Rural,990 
061910018,Poblacion Ilawod,Urban,824 
061910019,Poblacion Ilaya,Urban,1828 
061910020,Quios,Rural,1142 
061910021,Salocon,Rural,1665 
061910022,Tabuc Norte,Rural,890 
061910023,Tabuc Sur,Rural,1250 
061910024,Timpas,Rural,3627 
061910025,Tincupon,Rural,1184 
061910026,Tinigban,Rural,1378 
