id,name,urban_rural,population
052001001,Antipolo,Rural,839 
052001002,Bacak,Rural,476 
052001003,Bagatabao,Rural,738 
052001004,Bugao,Rural,761 
052001005,Cahan,Rural,241 
052001006,Hinipaan,Rural,617 
052001007,Magsaysay,Rural,715 
052001008,Poblacion,Urban,931 
052001010,Quigaray,Rural,278 
052001011,Quezon (Pancayanan),Rural,344 
052001012,Sagrada,Rural,955 
052001013,Salvacion (Panuto),Rural,522 
052001014,San Isidro,Rural,834 
052001015,San Rafael (Mahantod),Rural,547 
052001016,San Vicente,Rural,969 
052001017,Santa Mesa,Rural,278 
052001018,Santa Teresa,Urban,655 
052001019,Suchan,Rural,670 
