id,name,urban_rural,population
052009001,Balatohan,Rural,515 
052009002,Salvacion (Patagan),Rural,328 
052009003,Boton,Rural,473 
052009004,Buhi,Rural,400 
052009005,Dayawa,Rural,229 
052009006,Atsan (District I),Urban,444 
052009007,Poblacion District II,Rural,600 
052009008,Poblacion District III,Urban,1052 
052009009,J. M. Alberto,Rural,734 
052009010,Katipunan,Rural,534 
052009011,Kilikilihan,Rural,1059 
052009012,Mabato,Rural,935 
052009013,Obo,Rural,702 
052009014,Pacogon,Rural,374 
052009015,Pagsangahan,Rural,774 
052009016,Pangilao,Rural,295 
052009017,Paraiso,Rural,978 
052009018,Santa Elena (Patagan),Rural,177 
052009019,Progreso,Rural,941 
052009020,San Juan (Aroyao),Rural,711 
052009021,San Marcos,Rural,190 
052009022,Siay,Rural,465 
052009023,Solong,Rural,738 
052009024,Tobrehon,Rural,459 
