id,name,urban_rural,population
124701001,Bao,Rural,7338
124701002,Barangiran,Rural,3991
124701003,Camansi,Rural,1523
124701004,Dado,Rural,9733
124701005,Guiling,Urban,5284
124701006,Kitacubong (Pob.),Urban,5183
124701007,Macabasa,Rural,1634
124701008,Malitubog,Rural,2146
124701009,Mapurok,Rural,2128
124701010,Pacao,Rural,1944
124701011,Paruayan,Rural,2579
124701012,Pigcawaran,Rural,3778
124701013,Polayagan,Rural,2226
124701014,Rangayen,Rural,2793
124701015,Lower Dado,Rural,1532
124701016,Mirasol,Rural,1351
124701017,Raradangan,Rural,1650
