id,name,urban_rural,population
124703001,Aringay,Rural,3401
124703002,Bangilan,Rural,1531
124703003,Bannawag,Rural,3210
124703004,Buluan,Rural,850
124703005,Cuyapon,Rural,2859
124703006,Dagupan,Rural,2550
124703007,Katidtuan,Rural,4664
124703008,Kayaga,Rural,9973
124703009,Kilagasan,Rural,4088
124703010,Magatos,Rural,2936
124703011,Malamote,Urban,1950
124703012,Malanduague,Rural,1492
124703013,Nanga-an,Rural,2847
124703014,Osias,Urban,3456
124703015,Paatan Lower,Rural,3538
124703016,Paatan Upper,Rural,2014
124703017,Pedtad,Rural,2690
124703018,Pisan,Rural,2529
124703019,Poblacion,Urban,17910
124703020,Salapungan,Rural,925
124703021,Sanggadong,Rural,710
124703022,Simbuhay,Rural,1685
124703023,Simone,Rural,1732
124703024,Tamped,Rural,1742
