id,name,urban_rural,population
124707001,Batasan,Rural,2428
124707002,Bato,Rural,1134
124707003,Biangan,Rural,827
124707004,Buena Vida,Rural,1561
124707005,Buhay,Rural,1601
124707006,Bulakanon,Urban,2060
124707007,Cabilao,Rural,935
124707008,Concepcion,Rural,1246
124707009,Dagupan,Rural,675
124707010,Garsika,Rural,1423
124707011,Guangan,Rural,653
124707012,Indangan,Rural,2139
124707013,Jose Rizal,Rural,1576
124707014,Katipunan II,Rural,752
124707015,Kawayanon,Rural,830
124707016,Kisante,Rural,4434
124707017,Leboce,Rural,343
124707018,Libertad,Rural,1296
124707019,Luayon,Rural,2420
124707020,Luna Norte,Rural,1398
124707021,Luna Sur,Rural,1128
124707022,Malabuan,Rural,1483
124707023,Malasila,Rural,6241
124707024,Malungon,Rural,800
124707025,New Baguio,Rural,1361
124707026,New Bulatukan,Rural,1994
124707027,New Cebu,Rural,981
124707028,Old Bulatukan,Rural,2255
124707029,Poblacion,Urban,10263
124707030,Rodero,Rural,1102
124707031,Saguing,Rural,6193
124707032,San Vicente,Urban,5566
124707033,Santa Felomina,Rural,1817
124707034,Santo Niño,Rural,1450
124707035,Sinkatulan,Rural,1445
124707036,Taluntalunan,Rural,1392
124707037,Villaflores,Rural,681
124707038,New Israel,Rural,1625
