id,name,urban_rural,population
124711001,Anick (Upper Balogo),Rural,948
124711002,Upper Baguer (Baguer),Rural,2482
124711003,Balacayon,Rural,967
124711004,Balogo,Urban,2095
124711006,Banucagon,Rural,1228
124711007,Bulucaon,Rural,3157
124711008,Buluan,Rural,1051
124711009,Buricain,Rural,2072
124711010,Capayuran,Rural,2813
124711011,Central Panatan,Rural,820
124711012,Datu Binasing,Rural,1646
124711013,Datu Mantil,Rural,736
124711014,Kadingilan,Rural,1357
124711015,Kimarayang,Rural,2407
124711016,Libungan Torreta,Rural,1375
124711017,Lower Baguer,Rural,912
124711018,Lower Pangangkalan,Rural,621
124711019,Malagakit,Rural,696
124711020,Maluao,Rural,1421
124711021,North Manuangan,Rural,2481
124711022,Matilac,Urban,1298
124711023,Midpapan I,Rural,1743
124711024,Mulok,Rural,547
124711025,New Culasi,Rural,858
124711026,New Igbaras,Rural,771
124711027,New Panay,Rural,907
124711028,Upper Pangangkalan,Rural,741
124711029,Patot,Rural,1680
124711030,Payong-payong,Rural,884
124711031,Poblacion I,Rural,1893
124711032,Poblacion II,Urban,2687
124711033,Poblacion III,Urban,3112
124711034,Presbitero,Urban,1260
124711035,Renibon,Rural,1030
124711036,Simsiman,Rural,1511
124711037,South Manuangan,Rural,1708
124711038,Tigbawan,Rural,1017
124711039,Tubon,Rural,2007
124711040,Midpapan II,Rural,1452
124711041,Cabpangi,Rural,1584
