id,name,urban_rural,population
021510001,Abagao,Rural,398
021510002,Afunan Cabayu,Rural,471
021510003,Agusi,Rural,962
021510004,Alilinu,Rural,1340
021510005,Baggao,Rural,596
021510006,Bantay,Rural,848
021510007,Bulala,Rural,1431
021510009,Casili Norte,Rural,1103
021510010,Catotoran Norte,Rural,1080
021510011,Centro Norte (Pob.),Rural,1106
021510012,Centro Sur (Pob.),Rural,829
021510013,Cullit,Rural,544
021510014,Dacal-Lafugu,Rural,1012
021510015,Dammang Norte (Joaquin de la Cruz*),Rural,559
021510016,Dugo,Rural,1972
021510017,Fusina,Rural,528
021510018,Gang-ngo,Rural,1282
021510019,Jurisdiction,Rural,653
021510020,Luec,Rural,361
021510021,Minanga,Rural,1693
021510022,Paragat,Rural,197
021510023,Tagum,Rural,215
021510024,Tuluttuging,Rural,317
021510025,Ziminila,Rural,1054
021510026,Casili Sur,Rural,605
021510027,Catotoran Sur,Rural,1022
021510028,Dammang Sur (Felipe Tuzon*),Rural,243
021510029,Sapping,Rural,983
