id,name,urban_rural,population
021516001,Abagao,Rural,361
021516002,Alaguia,Rural,985
021516003,Bagumbayan,Urban,2161
021516004,Bangag,Rural,915
021516005,Bical,Rural,636
021516006,Bicud,Rural,667
021516007,Binag,Rural,737
021516008,Cabayabasan (Capacuan),Rural,1089
021516009,Cagoran,Rural,606
021516010,Cambong,Rural,955
021516011,Catayauan,Rural,3504
021516012,Catugan,Rural,1383
021516013,Centro (Pob.),Urban,1490
021516014,Cullit,Rural,856
021516015,Dagupan,Rural,817
021516016,Dalaya,Rural,922
021516017,Fabrica,Rural,347
021516018,Fusina,Rural,421
021516019,Jurisdiction,Rural,1021
021516020,Lalafugan,Rural,1369
021516021,Logac,Rural,2229
021516022,Magallungon (Sta. Teresa*),Rural,833
021516023,Magapit,Urban,2762
021516024,Malanao,Rural,1266
021516025,Maxingal,Rural,2307
021516026,Naguilian,Rural,1301
021516027,Paranum,Rural,525
021516028,Rosario,Rural,171
021516029,San Antonio (Lafu),Rural,764
021516030,San Jose,Rural,1139
021516031,San Juan,Rural,712
021516032,San Lorenzo,Rural,1228
021516033,San Mariano,Rural,1399
021516034,Santa Maria,Rural,2225
021516035,Tucalana,Rural,1285
