id,name,urban_rural,population
021523001,Casagan,Rural,587
021523002,Casambalangan (Port Irene),Rural,5418
021523003,Centro (Pob.),Urban,4637
021523004,Diora-Zinungan,Rural,1163
021523005,Dungeg,Rural,721
021523006,Kapanikian,Rural,633
021523007,Marede,Rural,1334
021523008,Palawig,Rural,2461
021523009,Batu-Parada,Rural,849
021523010,Patunungan,Rural,1067
021523011,Rapuli (Punti),Rural,2622
021523012,San Vicente (Fort),Rural,4201
021523013,Santa Clara,Rural,1074
021523014,Santa Cruz,Rural,883
021523015,Visitacion (Pob.),Rural,895
021523016,Tangatan,Rural,1913
