id,name,urban_rural,population
021527001,Andarayan North,Rural,2247
021527002,Lannig,Rural,1474
021527003,Bangag,Rural,3948
021527004,Bantay,Rural,1441
021527005,Basi East,Rural,1608
021527006,Bauan East,Rural,2007
021527007,Cadaanan,Rural,2009
021527008,Calamagui,Rural,1932
021527009,Carilucud,Rural,1665
021527010,Cattaran,Rural,2576
021527011,Centro Northeast (Pob.),Rural,970
021527012,Centro Northwest (Pob.),Rural,1609
021527013,Centro Southeast (Pob.),Urban,752
021527014,Centro Southwest (Pob.),Urban,1071
021527015,Lanna,Rural,3596
021527016,Lingu,Rural,1836
021527017,Maguirig,Rural,2388
021527018,Nabbotuan,Rural,1235
021527019,Nangalisan,Rural,2632
021527020,Natappian East,Rural,2028
021527021,Padul,Rural,1688
021527022,Palao,Rural,1361
021527023,Parug-parug,Rural,1444
021527024,Pataya,Rural,418
021527025,Sampaguita,Rural,4738
021527026,Maddarulug (Santo Domingo),Rural,1073
021527030,Ubong,Rural,1465
021527033,Dassun,Rural,3639
021527034,Furagui,Rural,1714
021527035,Gadu,Rural,3243
021527036,Iraga,Rural,4058
021527037,Andarayan South,Rural,1703
021527038,Basi West,Rural,2110
021527039,Bauan West,Rural,2461
021527040,Calillauan,Rural,1086
021527041,Gen. Eulogio Balao,Rural,1361
021527042,Natappian West,Rural,2482
021527043,Malalam-Malacabibi,Rural,1528
