id,name,urban_rural,population
056215001,La Esperanza,Rural,473 
056215002,Peñafrancia,Rural,825 
056215003,Barangay Poblacion I,Rural,1095 
056215004,Barangay Poblacion II,Rural,553 
056215005,Barangay Poblacion III,Urban,907 
056215006,Barangay Poblacion IV,Rural,1222 
056215007,Salvacion,Rural,1413 
056215008,San Antonio,Rural,1412 
056215009,San Bartolome (Talaongan),Rural,2970 
056215010,San Eugenio,Rural,931 
056215011,San Isidro,Rural,1481 
056215012,San Rafael,Rural,1253 
056215013,San Roque,Rural,1097 
056215014,San Sebastian,Rural,888 
