id,name,urban_rural,population
056211001,Aguada Norte,Rural,1533 
056211002,Aguada Sur,Rural,1142 
056211003,Anibong,Rural,471 
056211004,Bacalon,Rural,603 
056211005,Bacolod,Rural,992 
056211006,Banacud,Urban,1375 
056211007,Biga,Rural,1147 
056211008,Behia,Rural,2336 
056211009,Binisitahan del Norte,Rural,871 
056211010,Binisitahan del Sur,Urban,647 
056211011,Biton,Rural,1982 
056211012,Bulala,Rural,497 
056211013,Busay,Rural,486 
056211014,Caditaan,Rural,3157 
056211015,Cagbolo,Rural,1047 
056211016,Cagtalaba,Rural,539 
056211017,Cawit Extension,Rural,1591 
056211018,Cawit Proper,Rural,1051 
056211019,Ginangra,Rural,715 
056211020,Hubo,Rural,802 
056211021,Incarizan,Rural,1360 
056211022,Lapinig,Rural,692 
056211023,Magsaysay,Rural,239 
056211024,Malbog,Rural,382 
056211025,Pantalan,Urban,1249 
056211026,Pawik,Rural,660 
056211027,Pili,Rural,1302 
056211028,Poblacion,Urban,617 
056211029,Salvacion,Rural,1041 
056211030,Santa Elena,Rural,1073 
056211031,Siuton,Rural,1828 
056211032,Tagas,Rural,511 
056211033,Tulatula Norte,Rural,860 
056211034,Tulatula Sur,Rural,645 
