id,name,urban_rural,population
056216001,Abuyog,Rural,3898 
056216002,Almendras-Cogon (Pob.),Urban,1162 
056216003,Balogo (Sorsogon East District),Urban,6214 
056216004,Barayong,Rural,1200 
056216005,Basud,Rural,2615 
056216006,Bibincahan,Urban,14285 
056216008,Bitan-o/Dalipay (Pob.),Urban,3053 
056216009,Bucalbucalan,Urban,2309 
056216010,Buenavista (Sorsogon West District),Rural,1538 
056216011,Buhatan,Rural,3163 
056216012,Bulabog,Urban,2300 
056216013,Burabod (Pob.),Urban,2464 
056216014,Cabid-An,Rural,5438 
056216015,Cambulaga,Rural,4057 
056216016,Capuy,Rural,2390 
056216017,Gimaloto,Urban,955 
056216018,Guinlajon,Rural,4270 
056216019,Macabog,Urban,3290 
056216020,Marinas,Rural,659 
056216021,Pamurayan,Urban,1889 
056216022,Pangpang,Urban,8224 
056216023,Panlayaan,Urban,1415 
056216024,Peñafrancia,Urban,1608 
056216025,Piot (Pob.),Urban,2507 
056216026,Polvorista (Pob.),Urban,529 
056216027,Rizal,Urban,3341 
056216028,Salog (Pob.),Urban,2788 
056216029,Salvacion,Rural,817 
056216030,Sampaloc (Pob.),Urban,4720 
056216031,San Isidro (Sorsogon West District),Rural,1478 
056216032,San Juan (Roro),Urban,4485 
056216033,Sirangan (Pob.),Urban,2485 
056216034,Sulucan (Pob.),Urban,638 
056216035,Talisay (Pob.),Urban,2714 
056216036,Ticol,Rural,1820 
056216037,Tugos,Rural,2900 
056216038,Balete,Rural,2429 
056216039,Balogo (Bacon District),Rural,439 
056216040,Bato,Rural,1682 
056216041,Bon-Ot,Rural,573 
056216042,Bogña,Rural,1367 
056216043,Buenavista (Bacon District),Rural,1338 
056216044,Cabarbuhan,Rural,810 
056216045,Caricaran,Rural,1871 
056216046,Del Rosario,Rural,881 
056216047,Gatbo,Rural,2367 
056216048,Jamislagan,Rural,946 
056216049,Maricrum,Rural,1258 
056216050,Osiao,Rural,2821 
056216051,Poblacion,Rural,4602 
056216052,Rawis,Rural,1253 
056216053,Salvacion,Rural,1179 
056216054,San Isidro (Bacon District),Rural,2569 
056216055,San Juan,Rural,1950 
056216056,San Pascual,Rural,1250 
056216057,San Ramon,Rural,995 
056216058,San Roque,Rural,3165 
056216059,San Vicente,Rural,1231 
056216060,Santa Cruz,Rural,1110 
056216061,Santa Lucia,Rural,397 
056216062,Santo Domingo,Rural,1314 
056216063,Santo Niño,Rural,2128 
056216064,Sawanga,Rural,1547 
056216065,Sugod,Rural,2054 
