id,name,urban_rural,population
056203001,A. Bonifacio,Rural,378 
056203002,Abad Santos,Rural,1007 
056203003,Aguinaldo,Rural,1000 
056203004,Antipolo,Rural,412 
056203005,Zone I Pob. (Bgy. 1- South Ilawod),Rural,589 
056203006,Zone II Pob. (Bgy. 2- West Ilawod),Urban,5738 
056203007,Zone III Pob. (Bgy. 3- East Ilawod),Rural,662 
056203008,Zone IV Pob. (Bgy. 4- West Central),Urban,1389 
056203009,Zone V Pob. (Bgy. 5-Lanipan),Rural,1570 
056203010,Zone VI Pob. (Bgy. 6- Baybay),Rural,1015 
056203011,Bical,Rural,704 
056203012,Beguin,Rural,1639 
056203013,Bonga,Rural,485 
056203014,Butag,Rural,2905 
056203015,Cadandanan,Rural,703 
056203016,Calomagon,Rural,1510 
056203017,Calpi,Rural,826 
056203018,Cocok-Cabitan,Rural,298 
056203019,Daganas,Rural,448 
056203020,Danao,Rural,1020 
056203021,Dolos,Rural,549 
056203022,E. Quirino,Rural,614 
056203023,Fabrica,Urban,2009 
056203024,Gate,Rural,1722 
056203025,Benigno S. Aquino (Imelda),Rural,3140 
056203026,Inararan,Rural,1801 
056203027,J. Gerona,Rural,911 
056203028,Jamorawon,Rural,814 
056203029,Libertad,Rural,893 
056203030,Lajong,Rural,2821 
056203031,Magsaysay,Rural,1046 
056203032,Managanaga,Rural,2885 
056203033,Marinab,Rural,1276 
056203034,Nasuje,Rural,1106 
056203035,Montecalvario,Rural,1040 
056203036,N. Roque (Rizal),Rural,1148 
056203037,Namo,Rural,1668 
056203038,Obrero,Rural,2613 
056203039,Osmeña,Rural,610 
056203040,Otavi,Rural,2969 
056203041,Padre Diaz,Rural,465 
056203042,Palale,Rural,582 
056203045,J.P. Laurel (Pon-od),Rural,3387 
056203046,Quezon,Rural,2009 
056203047,R. Gerona,Rural,730 
056203048,Recto,Rural,379 
056203049,M. Roxas,Rural,954 
056203050,Sagrada,Rural,574 
056203051,San Francisco,Rural,2640 
056203052,San Isidro,Rural,2824 
056203053,San Juan Bag-o,Rural,1446 
056203054,San Juan Daan,Rural,977 
056203055,San Rafael,Rural,1603 
056203056,San Ramon,Rural,1366 
056203057,San Vicente,Urban,4768 
056203058,Santa Remedios,Rural,1244 
056203059,Santa Teresita,Rural,1078 
056203060,Sigad,Rural,844 
056203061,Somagongsong,Rural,1254 
056203062,G. Del Pilar (Tanga),Rural,1517 
056203063,Taromata,Rural,1166 
056203064,Zone VII Pob. (Bgy. 7- Iraya),Rural,4126 
056203065,Zone VIII Pob. (Bgy. 8- Loyo),Urban,2077 
