id,name,urban_rural,population
056210001,Anog,Rural,625 
056210002,Aroroy,Rural,1227 
056210003,Bacolod,Rural,1578 
056210004,Binanuahan,Rural,1324 
056210005,Biriran,Rural,2009 
056210006,Buraburan,Rural,1821 
056210007,Calateo,Rural,744 
056210008,Calmayon,Rural,532 
056210009,Carohayon,Rural,729 
056210010,Catanagan,Rural,1242 
056210011,Catanusan,Rural,1031 
056210012,Cogon,Rural,1982 
056210013,Embarcadero,Rural,1099 
056210014,Guruyan,Rural,2769 
056210016,Lajong,Rural,1762 
056210017,Maalo,Rural,251 
056210019,North Poblacion,Urban,830 
056210020,South Poblacion,Urban,1212 
056210021,Puting Sapa,Rural,668 
056210022,Rangas,Rural,1674 
056210023,Sablayan,Rural,882 
056210024,Sipaya,Rural,564 
056210025,Taboc,Rural,1377 
056210026,Tinago,Rural,550 
056210027,Tughan,Rural,1853 
