id,name,urban_rural,population
037708001,Bacong,Rural,1723 
037708002,Barangay I (Pob.),Urban,406 
037708003,Barangay II (Pob.),Urban,763 
037708004,Barangay III (Pob.),Rural,640 
037708005,Barangay IV (Pob.),Rural,1218 
037708006,Dibalo,Rural,156 
037708007,Dibayabay,Rural,1152 
037708008,Dibut,Rural,856 
037708009,Dikapinisan,Rural,2035 
037708010,Dimanayat,Rural,1149 
037708011,Diteki,Rural,1432 
037708012,Ditumabo,Urban,3318 
037708013,L. Pimentel,Rural,914 
037708014,Nonong Senior,Urban,3892 
037708015,Real,Rural,1100 
037708016,San Isidro,Rural,1906 
037708017,San Jose,Rural,488 
037708018,Zarah,Rural,2128 
