id,name,urban_rural,population
037707001,Alcala,Rural,521 
037707002,Bagtu,Rural,748 
037707003,Bangco,Rural,636 
037707004,Bannawag,Rural,492 
037707005,Barangay I (Pob.),Urban,1260 
037707006,Barangay II (Pob.),Urban,1874 
037707007,Barangay III (Pob.),Urban,873 
037707008,Barangay IV (Pob.),Rural,2465 
037707009,Baubo,Rural,634 
037707010,Bayanihan,Rural,1325 
037707011,Bazal,Rural,1274 
037707012,Cabituculan East,Rural,664 
037707013,Cabituculan West,Rural,493 
037707014,Debucao,Urban,1293 
037707015,Decoliat,Rural,457 
037707016,Detailen,Urban,793 
037707017,Diaat,Urban,1460 
037707018,Dialatman,Rural,183 
037707019,Diaman,Rural,239 
037707020,Dianawan,Rural,1111 
037707021,Dikildit,Rural,908 
037707022,Dimanpudso,Rural,1296 
037707023,Diome,Rural,760 
037707024,Estonilo,Rural,755 
037707025,Florida,Rural,1635 
037707026,Galintuja,Rural,598 
037707027,Cadayacan,Urban,1261 
037707028,Malasin,Rural,593 
037707029,Ponglo,Rural,543 
037707030,Quirino,Urban,1584 
037707031,Ramada,Rural,1134 
037707032,San Joaquin,Rural,1634 
037707033,San Jose,Rural,1460 
037707034,San Leonardo,Rural,475 
037707035,Santa Lucia,Rural,541 
037707036,Santo Tomas,Rural,684 
037707037,Suguit,Rural,564 
037707038,Villa Aurora,Rural,751 
037707039,Wenceslao,Urban,1266 
037707040,San Juan,Urban,891 
