id,name,urban_rural,population
037702001,Barangay 1 (Pob.),Rural,799 
037702002,Barangay 2 (Pob.),Rural,665 
037702003,Barangay 3 (Pob.),Rural,257 
037702004,Barangay 4 (Pob.),Rural,302 
037702005,Barangay 5 (Pob.),Rural,432 
037702006,Barangay 6 (Pob.),Rural,310 
037702007,Barangay 7 (Pob.),Rural,278 
037702008,Barangay 8 (Pob.),Urban,601 
037702009,Calabgan,Rural,496 
037702010,Calangcuasan,Rural,1099 
037702011,Calantas,Rural,1799 
037702012,Culat,Rural,630 
037702013,Dibet,Rural,971 
037702014,Esperanza,Rural,458 
037702015,Lual,Rural,1482 
037702016,Marikit,Rural,609 
037702017,Tabas,Rural,1007 
037702018,Tinib,Rural,765 
037702019,Bianuan,Urban,3440 
037702020,Cozo,Rural,1618 
037702021,Dibacong,Urban,2374 
037702022,Ditinagyan,Rural,587 
037702023,Esteves,Rural,1786 
037702024,San Ildefonso,Rural,1100 
