id,name,urban_rural,population
156617001,Alu Bus-Bus,Rural,2485
156617002,Alu-Duyong,Rural,3396
156617003,Bas Lugus,Rural,651
156617004,Gapas Rugasan,Rural,1058
156617005,Gapas Tubig Tuwak,Rural,834
156617006,Huwit-huwit Proper,Rural,497
156617007,Huwit-huwit Bas Nonok,Rural,605
156617008,Kutah Parang,Rural,860
156617009,Laha,Rural,956
156617010,Larap,Rural,498
156617011,Lugus Proper,Rural,592
156617012,Mangkallay,Rural,1437
156617013,Mantan,Rural,838
156617014,Pait,Rural,1603
156617015,Parian Kayawan,Rural,1581
156617016,Sibul,Rural,900
156617017,Tingkangan,Rural,1048
