id,name,urban_rural,population
156612001,Bakud,Rural,821
156612004,Buan,Rural,2549
156612006,Bulansing Tara,Rural,629
156612007,Bulihkullul,Rural,746
156612008,Campo Islam,Urban,2110
156612009,Poblacion (Campo Baro),Urban,4190
156612010,Duggo,Rural,2083
156612011,Duhol Tara,Rural,954
156612012,East Kungtad,Rural,1018
156612013,East Sisangat,Rural,715
156612015,Ipil,Rural,677
156612016,Jambangan,Rural,753
156612018,Kabubu,Rural,874
156612019,Kong-Kong Laminusa,Rural,1154
156612020,Kud-kud,Rural,1086
156612021,Kungtad West,Rural,979
156612023,Luuk Laminusa,Rural,782
156612025,Latung,Rural,2730
156612026,Luuk Tara,Rural,662
156612030,Manta,Rural,1207
156612032,Minapan,Rural,2363
156612035,Nipa-nipa,Rural,716
156612037,North Laud,Rural,2845
156612038,North Manta,Rural,644
156612040,North Musu Laud,Rural,828
156612041,North Silumpak,Rural,401
156612042,Punungan,Rural,628
156612046,Pislong,Rural,827
156612048,Ratag,Rural,1852
156612049,Sablay,Urban,855
156612050,Sarukot,Rural,950
156612053,Siburi,Rural,759
156612056,Singko,Rural,819
156612057,Siolakan,Rural,2023
156612058,Siundoh,Rural,695
156612059,Siowing,Rural,1133
156612060,Sipanding,Rural,1415
156612061,Sisangat,Rural,804
156612065,South Musu Laud,Rural,586
156612066,South Silumpak,Rural,812
156612067,Southwestern Bulikullul,Rural,484
156612069,Subah Buaya,Rural,3218
156612070,Tampakan Laminusa,Rural,1579
156612071,Tengah Laminusa,Rural,1200
156612072,Tong Laminusa,Rural,2519
156612073,Tong-tong,Rural,1619
156612074,Tonglabah,Rural,961
156612075,Tubig Kutah,Rural,783
156612076,Tulling,Rural,2564
156612080,Puukan Laminusa,Rural,628
