id,name,urban_rural,population
156608001,Alu Bunah,Rural,722
156608003,Bangkilay,Rural,1425
156608004,Kawitan,Rural,1548
156608005,Kehi Niog,Rural,1812
156608006,Lantong Babag,Rural,1788
156608007,Lumah Dapdap,Rural,2542
156608009,Pandan Niog,Rural,2661
156608010,Panducan,Rural,1724
156608011,Panitikan,Rural,1485
156608012,Patutol,Rural,829
156608013,Simbahan (Pob.),Urban,4842
156608014,Se-ipang,Rural,1300
156608016,Suang Bunah,Rural,1195
156608017,Tonggasang,Rural,1186
156608018,Tubig Nonok,Rural,1561
156608019,Tubig Sallang,Rural,1841
