id,name
1339,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)"
1376,"NCR, FOURTH DISTRICT (Not a Province)"
1374,"NCR, SECOND DISTRICT (Not a Province)"
1375,"NCR, THIRD DISTRICT (Not a Province)"
