id,name,urban_rural,population
012821001,San Agustin (Pob.),Rural,593 
012821002,San Andres,Rural,1427 
012821003,San Antonio,Rural,1184 
012821004,San Bernabe,Rural,266 
012821005,San Cristobal,Rural,1587 
012821006,San Felipe,Rural,1077 
012821007,San Francisco (Pob.),Rural,888 
012821008,San Isidro,Rural,1058 
012821009,San Joaquin (Pob.),Rural,1404 
012821010,San Jose,Rural,1519 
012821011,San Juan,Rural,818 
012821012,San Leandro (Pob.),Rural,1319 
012821014,San Lorenzo,Rural,1011 
012821015,San Manuel,Rural,792 
012821016,San Marcos,Rural,1322 
012821017,San Nicolas,Rural,1730 
012821018,San Pedro,Rural,853 
012821019,San Roque,Rural,970 
012821020,San Vicente (Pob.),Urban,861 
012821021,Santa Barbara (Pob.),Rural,577 
012821022,Santa Magdalena,Rural,839 
012821023,Santa Rosa,Rural,1051 
012821024,Santo Santiago,Rural,712 
012821025,Santo Tomas,Rural,912 
