id,name,urban_rural,population
012818001,Ab-abut,Rural,370 
012818002,Abucay,Rural,1521 
012818003,Anao (Pob.),Urban,1149 
012818004,Arua-ay,Rural,384 
012818005,Bimmanga,Rural,293 
012818006,Boyboy,Rural,1531 
012818007,Cabaroan (Pob.),Rural,948 
012818008,Calambeg,Rural,1139 
012818009,Callusa,Rural,613 
012818010,Dupitac,Rural,703 
012818011,Estancia,Rural,1683 
012818012,Gayamat,Rural,572 
012818013,Lagandit,Rural,597 
012818014,Libnaoan,Rural,596 
012818015,Loing (Pob.),Rural,1511 
012818016,Maab-abaca,Rural,435 
012818017,Mangitayag,Rural,605 
012818018,Maruaya,Rural,823 
012818019,San Antonio,Rural,664 
012818020,Santa Maria,Rural,1437 
012818021,Sucsuquen,Rural,650 
012818022,Tangaoan,Rural,986 
012818023,Tonoton,Rural,1396 
