id,name,urban_rural,population
013307001,Acao,Rural,4233
013307002,Baccuit Norte,Rural,2244
013307003,Baccuit Sur,Rural,2095
013307004,Bagbag,Rural,1121
013307005,Ballay,Rural,1608
013307006,Bawanta,Rural,998
013307007,Boy-utan,Rural,1177
013307008,Bucayab,Rural,1279
013307009,Cabalayangan,Rural,1537
013307010,Cabisilan,Rural,693
013307011,Calumbaya,Rural,2381
013307012,Carmay,Rural,466
013307013,Casilagan,Rural,1085
013307014,Central East (Pob.),Urban,4249
013307015,Central West (Pob.),Urban,3951
013307016,Dili,Rural,1674
013307017,Disso-or,Rural,946
013307018,Guerrero,Rural,967
013307019,Nagrebcan,Rural,1443
013307020,Pagdalagan Sur,Rural,2553
013307021,Palintucang,Rural,973
013307022,Palugsi-Limmansangan,Rural,1357
013307023,Parian Oeste,Rural,1141
013307024,Parian Este,Rural,1905
013307025,Paringao,Rural,3850
013307026,Payocpoc Norte Este,Rural,1212
013307027,Payocpoc Norte Oeste,Rural,1633
013307028,Payocpoc Sur,Rural,2528
013307029,Pilar,Rural,379
013307030,Pudoc,Rural,1455
013307031,Pottot,Rural,1237
013307032,Pugo,Rural,2703
013307033,Quinavite,Urban,3417
013307034,Lower San Agustin,Rural,1123
013307035,Santa Monica,Rural,1373
013307036,Santiago,Rural,3373
013307037,Taberna,Rural,1868
013307038,Upper San Agustin,Rural,1053
013307039,Urayong,Rural,1455
