id,name,urban_rural,population
034912001,Calabasa,Rural, 1223 
034912002,Dampulan (Pob.),Urban, 4472 
034912003,Hilera,Rural, 1581 
034912004,Imbunia,Rural, 2169 
034912005,Imelda Pob. (Doña Aurora),Rural, 881 
034912006,Lambakin,Rural, 3284 
034912007,Langla,Urban, 3185 
034912008,Magsalisi,Urban, 2985 
034912010,Malabon-Kaingin,Rural, 1348 
034912012,Marawa,Rural, 3942 
034912013,Don Mariano Marcos (Pob.),Urban, 1071 
034912014,San Josef (Nabao),Rural, 2429 
034912015,Niyugan,Rural, 6228 
034912016,Pamacpacan,Rural, 1997 
034912017,Pakol,Rural, 1213 
034912018,Pinanggaan,Urban, 3278 
034912019,Ulanin-Pitak,Urban, 2180 
034912020,Putlod,Rural, 3334 
034912021,Ocampo-Rivera District (Pob.),Rural, 596 
034912022,San Jose,Rural, 2888 
034912023,San Pablo,Urban, 1842 
034912024,San Roque,Rural, 1891 
034912025,San Vicente,Rural, 1676 
034912026,Santa Rita,Rural, 1259 
034912027,Santo Tomas North,Rural, 2930 
034912028,Santo Tomas South,Rural, 4047 
034912029,Sapang,Urban, 3128 
